,Herkomst,Titel,Tekst,JEROEN_janee,JEROEN_OPM,SUSAN_janee,SUSAN_OPM,VERGELIJKING,CONCLUSIE,EINDOORDEEL_janee,reinfVec,vecNorm
617,manual_annotation_sample_seed1117,GV_DeJager_ReisvandeRazzia_interview_van_der_Kruit_conversation_clipped_150_paragraph_91-95_text,"Maakte ik een keer mee , ik denk : ' Nou is het foute boel ' . Maar , er kwam een man , zat naast mij , en hij zegt ineens tegen zei ' Goh ' , hij zegt , ' Daar heb je mijn schoonzoon ook ' . En die was bij de marechaussee . Dus die ging naar zijn schoonvader toe en die gaan staan praten en de rest ging controleren . En ze dachten dat hij mij ook had gehad , dus toen zei hij : Het was klaar en ze gingen . Dus , je had weer geluk . En zo moest je dikwijls geluk hebben . Ja , die tijd vooral . En daar heeft het niet aan ontbroken , moet ik eerlijk zeggen , want het SDAH oude station , het DP , het oude station nu , Centraal zeg maar , Delftse Poort , daar zou ik ook ' s avonds gaan naar Amsterdam toe en ja , daar stond dan ineens Siegerheidsdienst te controleren .",nee,,nee,,zelfde,,nee,"[-0.01656373  0.1082687  -0.10450077 -0.13688889  0.12220556  0.10407292
  0.05672519  0.15450693  0.29261777 -0.0054105   0.03230212  0.07882924
 -0.32183722 -0.14893479  0.0459333  -0.05315973  0.21548156  0.18626366
  0.03706351 -0.03344749 -0.19151109 -0.03494711 -0.15631808 -0.12974025
  0.17272019  0.33846399  0.06562736 -0.09839804  0.06246811 -0.06137194
  0.07569581 -0.12426542  0.62693551  0.01878093 -0.10066549 -0.00251879
  0.07528424  0.31882779  0.18067106  0.08393677 -0.00691707  0.05193865
  0.14969654  0.04309628  0.00105389 -0.52658591  0.24837231  0.55773008
 -0.01332231 -0.32293959]",1.414282712350175
618,manual_annotation_sample_seed1117,GV_Museon_Daan Pronk_conversation_clipped_150_paragraph_263-270_text,""" Thuis hadden jullie , in Scheveningen hadden jullie nooit een ... "" "" Toen nog niet , toen nog niet . "" "" Waste je gewoon in een teil ? "" "" Bijvoorbeeld ( knikt ja ) . "" "" En ook in , met die Benschoplaan werd de douche dus niet gebruikt ? "" "" Werd niet gebruikt . Gingen de netten in , was een bergplaats voor netten en daaronder zat de radio . Dat uh , even naar de Engelse zender luisteren , dan ging die weer onder die netten . Dat uh ... Ik heb er ene keer een pak uitgehaald , dat was , toen de tijd was er de trap af ging , dan was hier de weg , ik weet niet of het nu nog is hoor , dan was hier een soort sloot ( tekent met vingers uit op tafel ) . En toen had ik een ( zaaink ? ) , dus ik tegen m' n vader , dus ' s avonds ik zeg , ik ga die ( zaaink ? ) eens door die sloot heen halen Nou , kwajongens werk natuurlijk .",nee,,nee,,zelfde,,nee,"[ 0.24350072  0.23639347 -0.00811646  0.05705125  0.11669279  0.34407629
 -0.0053235  -0.03234488  0.18482272 -0.08345278  0.10282847 -0.35488525
 -0.05058095  0.08691016  0.0006357   0.12083821  0.21761873 -0.14786027
  0.33083814  0.03440374 -0.02153339  0.21417201  0.09004854  0.05450272
 -0.00781689  0.60218647  0.43492158  0.01684025  0.2909594   0.20033754
  0.07743513 -0.07846324  0.44195946  0.00162544 -0.32487126  0.26569042
  0.00786914  0.50411692  0.2844808   0.08648601  0.01763016 -0.05519412
  0.33915934 -0.01898655 -0.24014462 -0.28195317  0.13059144  0.33395106
 -0.10573915 -0.13896021]",1.5840854923001333
619,manual_annotation_sample_seed1117,GV_Kindermonument_Gaaspstraat_10_conversation_clipped_150_paragraph_483-488_text,"Dus u zat een dag lang met uw vader ... Ja , nou , in ieder geval van ' s morgens tot eh achter in de middag hebben wij zitten scheuren en maar in die kachel gooien , ja , mijn vader wou ' t kwijt . En de kaften daarvan , die werden in mijn kamertje gelegd , want het waren hele mooie , met linnen bespannen en met gespen erop , die kaften hebben we bewaard en die heb ik nog , nou , tot in dit huis nog , had ik ze , had ik ze nog , maar ... En toen jullie dat zaten te doen , dacht u toen ook mijn vader heeft gelijk ? Ja , ik dacht : ' Mijn vader heeft gelijk . ' Ja , ik denk als je zo bang bent , dat dat gebeurt . Want we zagen toch dat mensen weggehaald werden .",ja,,nee,,ANDERS,,nee,"[ 0.26620699  0.12645496 -0.4045146  -0.13503742  0.34988783  0.19430409
  0.19528206 -0.09471151  0.38405351 -0.22141904 -0.06128186 -0.08455268
  0.04860179  0.06644528  0.22896223  0.16001211  0.01311134  0.10518529
  0.20077785  0.02340861 -0.25707377  0.11649381 -0.15028159  0.15318208
  0.19973235  0.39181139 -0.00223443 -0.16274054  0.20205285  0.04762146
 -0.06529929 -0.30221803  0.39536345  0.10316173 -0.02115127 -0.05628406
  0.29332858  0.17268607  0.45921506  0.16702443 -0.11273566 -0.08854164
  0.03230779  0.02451621 -0.26832198 -0.22543191  0.2188788   0.50237104
 -0.24365065 -0.26491851]",1.5507036333724842
620,manual_annotation_sample_seed1117,GV_Schiedam_gastgezin1_04_conversation_clipped_150_paragraph_374-381_text,"Daar snapte je niks van , dan sta je daar en een gejoel en een geschreeuw , dat vond ik wel weer vreselijk erg . Dat je allemaal die vrouwen voorbij zag gaan op zo' n kar , allemaal vrouwen echt kaal , niet een beetje kaal , geen jongenskoppie ; kaal . Wist u wat er aan de hand was , waarom ze kaal waren ? Dat heb ik wel gehoord , op dat moment weet ik niet , maar ik heb het toen wel gehoord . Toen wist ik wel dat die vrouwen iets hadden gedaan wat echt niet mocht , anders waren ze niet zo gestraft . Dat vond ik wel vreselijk . En verder weet ik er bij die schilder ook niet zoveel van . De bevrijding hebt u meegemaakt toen u bij de huisschilder zat ? Dat denk ik ongeveer wel , want daar kan ik het me herinneren .",ja,,nee,,ANDERS,,ja,"[ 0.26021636  0.13924807 -0.18936168 -0.2055962   0.09893363 -0.02259156
  0.0525027  -0.05079367  0.16665795 -0.19423692  0.12099124  0.0861413
  0.01488091  0.18302466  0.20466888  0.15883146  0.45522353 -0.09707611
  0.16032077 -0.23636416 -0.31644954  0.08603895 -0.04114823 -0.00741764
  0.21129687  0.19040413 -0.02775608 -0.10005761 -0.15821595  0.00574554
 -0.05835355 -0.43349828  0.42605074  0.02757735  0.03437287 -0.05967564
  0.36911847  0.05320886  0.24585225  0.09755451  0.06746638  0.14287482
  0.1588088   0.07503245 -0.27659526 -0.29743139  0.06935247  0.6553188
 -0.15512564 -0.22658639]",1.4870629537105653
621,manual_annotation_sample_seed1117,GV_NIOD_Buchenwald_01_clipped_150_paragraph_334-347_text,"Dit is zo dat soort dingen werden daar gemaakt . Maar de komen wij niet voor in aanmerking . Is ze nog iets meegekregen van onderlinge verhoudingen in het kan dat hier . Nou , natuurlijk . Ja je hebt natuurlijk diverse mensen die dit uw de homofielen die hadden daar een roze driehoek in en dat je natuurlijk veel Russen waren die willen ook zij heel slecht behandeld zijn ook heel veel mensen van omgekomen van de Russen . Maar ja die allemaal die dieven diverse branden natuurlijk . Het waren allemaal eigenlijk ÈÈn ploeg Nederlanders in een Barak en Blokhuijsen homofielen en daar natuurlijk ook nog zigeuners natuurlijk . En joodse mensen waren echt weinig voor . Die werden doorgestuurd naar zoiets . Ik heb ÈÈn keer een transport meegemaakt we groen kwam . Nou ja . Het idee is in die deur open . Dat was maar een levende lijken allemaal klaar .",ja,,nee,,ANDERS,ASR-probleem,nee,"[ 0.14160195  0.10761891 -0.06205544  0.171729   -0.01438755  0.23477857
  0.16247194 -0.00136185  0.14757144 -0.22547217 -0.39020194  0.22301856
 -0.15700002 -0.12760225  0.02299734 -0.27575763  0.30369622  0.02469065
  0.19100108  0.02036104 -0.38003939 -0.24241284  0.05892979  0.27510478
  0.36120118  0.02049387  0.21649176 -0.07923885 -0.22077902 -0.26141098
  0.10103549 -0.3008669   0.1410204   0.42742234  0.00283743  0.04905551
  0.44331558 -0.21960185 -0.00818221  0.14120927  0.1941885   0.02924601
  0.36613369  0.00060836 -0.39273377 -0.08950029 -0.09057516  0.38053253
  0.14071275 -0.07703737]",1.5284327082699634
622,manual_annotation_sample_seed1117,GV_DeJager_ReisvandeRazzia_interview_Zwang_conversation_clipped_150_paragraph_34-38_text,"Dat was een grote ... Daar waren ook barakken bij en daar waren ook allemaal buitenlanders die daar werkten , maar .. , maar meer uit Polen en uit Rusland . Nou , en toen ben ik ... , heb ik mijn eigen toen ziek gemeld en toen ben ik voor mijn twee vriendjes , want we waren met zijn drieÎn , en toen ben ik voor mijn twee vriendjes , die gingen werken voor het geld en ik ging toen de boer op voor een aardappeltje en een eitje , en een kropje sla . En dan maakten we een prakje . Dat kookten we zelf . Nou , en toen op een moment , toen hoorden we .. , toen was het ik dacht eind april , toen hoorden we dat er de Canadezen , die waren al h ... Kunt u vertellen over het werk dat u gedaan heeft ?",nee,,nee,,zelfde,,nee,"[ 0.09833516  0.05291267 -0.14010629 -0.01554317 -0.13387965  0.19812973
  0.06025544  0.16346317  0.42957734 -0.06909168  0.03452318  0.1155384
 -0.11467712 -0.01377499 -0.08527159 -0.01179665 -0.07241585  0.07643291
  0.36681363 -0.05151836 -0.15169998  0.03831705 -0.23104817 -0.18951568
  0.09329513  0.31372999 -0.013641   -0.05629634 -0.06302856 -0.06646617
 -0.08882593 -0.18681187  0.203439    0.22947957 -0.08562649 -0.21523138
  0.25475369  0.27309486  0.13010612 -0.1182694   0.05540434 -0.17795306
  0.21467522 -0.02886807 -0.30566168 -0.21654491 -0.0437543   0.29677181
 -0.00732574  0.12611853]",1.1892163090610604
623,manual_annotation_sample_seed1117,GV_AmsterdamNoord_Fokker_01_conversation_clipped_150_paragraph_604-612_text,"En de , de , de paters en de pastoors van onze parochie waren franciscanen , gingen hun naar buiten op de fiets Noord-Holland in bij boeren inkopen te doen . En mijn vader ging met de boot er achter aan , om dat eh ss op te halen . En dat werd dan in de bocht , bij de Buiksloterdijk daar , Buiksloterweg , daar waar die brug is , daar in die bocht . En eh , daar werd het uitge , uitgedeeld . Toen zei m' n vader : "" Ik geloof wel dat heel Noord katholiek was . "" Had een vracht aan , hele vrachtwagens vol met groente en kolen en toestanden en alles . En dat werd daar uitgedeeld . Ja . Ja . En er werd gezorgd dat er voor de kinderen van de parochie elk . De , door dat voedselcomitÈ werd daar , werd dat gedaan , dat de kinderen ten minstens een keer per dag op school een maal , een maaltijd kregen .",nee,,nee,,zelfde,,nee,"[ 0.36507599  0.26862815 -0.16353114  0.11403148  0.10612785  0.20870455
 -0.23439176  0.20045482  0.19472322 -0.09374026  0.22850626  0.33702049
 -0.19915118  0.39668168 -0.05434136 -0.16547805  0.23809387 -0.10372007
  0.56382188  0.09787051 -0.14466913 -0.18367073 -0.24620544 -0.24945259
  0.22108404  0.12774135  0.2159197   0.35427254 -0.28952414  0.01440087
  0.17922578  0.00947001  0.50556174 -0.14865488  0.03954435  0.05554044
 -0.20112048  0.37235059 -0.04042062  0.06383537  0.00305303 -0.12511477
  0.27953772 -0.21646809 -0.51243919 -0.13559998  0.01792225  0.41809253
 -0.04763749 -0.08361512]",1.6834942991207817
624,manual_annotation_sample_seed1117,GV_NMKV_Sachsenhausen_03_conversation_clipped_150_paragraph_74-80_text,"En een van de mensen die dus regelmatig daar kwam , ook weer een vriend van die vriend van het hofje , die was bezig om Joden te transporteren , een van de vele wegen naar de vrijheid eigenlijk . En bij hem heette het de Zwitserse weg . Hij heeft er ook een boek over geschreven na de oorlog . Hij heette Henk Pelzer . En in de mensen die in het verzet gezeten hebben is ' ie vrij bekend . En hem kende ik goed . En hij heeft mij uiteindelijk in Frankrijk naar Belfour gebracht , en vanuit Belfour zou ik over de grens , dat is dus de Jura , het begin van de Jura al , over de Jura naar Zwitserland gaan . En dat is natuurlijk heel eenvoudig gezegd , maar makkelijk was het niet . Want als je daar nooit geweest bent en je bent daar niet bekend , dan heb je een gids nodig .",nee,,nee,,zelfde,,nee,"[ 0.02357335  0.23029518 -0.13251182 -0.16705831  0.06925353  0.1555685
  0.09317938  0.01248704  0.43076243 -0.21782373 -0.02917955  0.44774354
 -0.16501497 -0.04593936  0.20044147 -0.06177134  0.13315918  0.30903998
  0.32984774  0.2601919  -0.41414481 -0.03926443 -0.19240531 -0.16526665
  0.2281789   0.19512414  0.28011832 -0.07237406 -0.30222626 -0.08913021
 -0.26723211 -0.23135091  0.18117852  0.20869794  0.32042563 -0.00419974
  0.46022026  0.05474072  0.42042133  0.27264406 -0.32063301 -0.04481944
  0.43406568 -0.1563354  -0.11064706 -0.27234627  0.2129932   0.55442926
  0.18701407 -0.33700308]",1.7663788324460135
625,manual_annotation_sample_seed1117,GV_NMKV_Sachsenhausen_04_conversation_clipped_150_paragraph_362-368_text,"En dat zo' n man dan voor je stilstaat en je aankijkt en dat je zelf denkt van : hoe moet ik kijken om te zorgen dat ik niet uit de rij gehaald wordt . Dat bewustzijn heb je nog wel , maar je weet dat het niet kan , je kunt niet veranderen wat die man wilt . In die situatie blijf je steeds zitten . Later op de avond worden we naar de barak gebracht waar we uiteindelijk in ondergebracht worden . Dat bleken dus allemaal Einzelhafters te zijn . Natuurlijk , qua verhoortechniek is dat het ergste wat je je voor kunt stellen , al die mensen die met elkaar te maken hebben , sommige althans , die komen daar samen , die kunnen dat hele verhaal doornemen met elkaar , dus dat verhoor kun je verder wel vergeten in wezen . Ik zat daar alleen , want ze hadden niemand van mijn groep . Ik was de enige die daar zat .",ja,,nee,,ANDERS,,nee,"[-0.25654888  0.02849892 -0.11422659 -0.06963448  0.1255632   0.28332116
  0.24100108  0.02063072  0.28856154  0.00606972 -0.30415563  0.13135757
  0.10247751 -0.15886967 -0.04766875 -0.04554472  0.26798682 -0.09113247
  0.10136196  0.01294831 -0.08075777  0.36541896  0.02322267  0.14708269
 -0.07023169  0.28098683  0.05870726 -0.21609205 -0.19970309 -0.11194607
 -0.18504521 -0.36280307  0.36286029  0.10482495 -0.07330684 -0.04229368
  0.14164679  0.08598204 -0.03626838  0.14196651  0.04709266  0.31540857
  0.04709187 -0.21062565 -0.14384209 -0.35186483  0.21208861  0.49371161
 -0.08801719 -0.17457924]",1.3768843041905265
626,manual_annotation_sample_seed1117,GV_Schiedam_gastgezin1_06_conversation_clipped_150_paragraph_80-85_text,"Houtskooltekenen deed hij graag en dat kostte niks , maar olieverf kopen dat was te duur en dat is pas later ... maar waterverf deed hij altijd al en dat kost ook niet veel , maar later is hij pas olieverf gaan doen , want olieverf is duur . Hij was huisschilder en er was gewoon geen werk in de winter , want dan kon hij niet schilderen . Hij had niet een andere soort van los baantje of dat hij kon helpen bij mensen ? Nee . Nou , als het dan voorjaar werd , dan gingen de huisvrouwen natuurlijk het huis met bezems keren en dan was het ' Jan Winkelman , kom je m' n plafonnetje witten ' of zoiets , van die kleine klusjes . Dat deed-ie dan wel en dan bij die en dan bij die en dan was er ineens weer werk , maar dan was het ook wel weer ... als hij weer werk had en er moest toch nog ergens wat gedaan worden dan deed-ie dat ' s avonds , dan ging hij ' s avonds nog ergens een beetje witten .",nee,,nee,,zelfde,,nee,"[ 4.56589922e-01  6.86858669e-02  3.78358364e-02  3.18951383e-01
  2.00324595e-01  3.85727510e-01  2.08081238e-01  9.85383242e-02
  4.63267952e-01 -2.62355655e-01  2.43405148e-01  9.44555514e-02
 -4.80055828e-02  1.67159311e-01  4.02296185e-01  4.08587933e-01
  6.67335391e-02  2.63385892e-01 -6.72942959e-03 -5.95600232e-02
 -1.26963168e-01 -7.37636670e-04 -2.16218606e-01  1.05160691e-01
  3.22839573e-01  4.94673133e-01  2.78955013e-01  7.96257481e-02
 -2.73963138e-01 -1.04571015e-01 -1.05554531e-02 -4.97870669e-02
  4.69167113e-01  2.10970916e-01 -2.14746729e-01  5.69700226e-02
  2.53594801e-01  4.57679600e-01  3.69403929e-01  1.81733340e-01
 -1.40710853e-01  3.09285834e-01  2.24433690e-01 -7.64815882e-02
  7.83176050e-02 -3.82660240e-01  1.54142929e-02  8.08583498e-01
  2.44107563e-04  3.72437965e-02]",1.918036632137207
627,manual_annotation_sample_seed1117,GV_Groningen_Scholtenhuis_07_conversation_clipped_150_paragraph_355-366_text,"En hij zei toen dat dit leeg was , maar dat klopt ook Ja , er waren geen meubels En in deze ruimte ? Weet u daar ... Geen meubels . Tegen de wand aan lagen en stonden , en hingen , mensen . Dat is het enige wat ik me daar aan ' stoffering ' kan voorstellen Dus die hadden ook geen dekens , of strozakken Vermoedelijk niet . En wat wij hadden was ook niet veel bijzonders , als het al strozakken waren Hier staan ook twee kasten ingetekend , kan u zich ook iets herinneren of die er ook waren Dat kan best , wij zaten een beetje in een hoekje , hier . En toen kwam Domela Nieuwenhuis hierlangs binnen . Ja , ik kan me voorstellen dat dit niet een rechte wand was maar dat er inderdaad iets .. Maar u weet niet wat er in zat , dan",nee,,nee,,zelfde,,nee,"[-0.05972504  0.19232659 -0.34835288 -0.17016744 -0.01915224  0.25716919
 -0.0728441  -0.00936842 -0.19954661 -0.16658356 -0.13868651 -0.09167106
 -0.0264832  -0.09498143  0.0321047   0.00579718  0.01703614  0.09497201
  0.26659888 -0.02238227 -0.24439222  0.03800298 -0.11001365 -0.04379319
  0.33972785  0.29121755 -0.04180652  0.08623384  0.16318888 -0.07682553
  0.00225924 -0.44725853  0.12989783  0.05337327  0.18085432  0.07732567
  0.18496753  0.1106487  -0.02791786  0.14580116 -0.10243893  0.06804262
  0.03932591  0.0367935  -0.29958276 -0.02779468  0.1698475   0.466417
 -0.04122256 -0.20976541]",1.2224402747591256
628,manual_annotation_sample_seed1117,GV_NIOD_Buchenwald_34_clipped_150_paragraph_1090-1099_text,We zagen nog wat tanks zagen we nog af en toe en we zijn er nog wat autootjes rijden . En wat we ook zagen . Dat was de volkstoeloop door een dat was iets heel bijzonders was dat . Dat was een woelige storm die werd op het laatst van de oorlog werd hij ingeschakeld . Dat was iedereen iedereen gewacht ouwe kromme gebogen man kregen geweertje en die moest ook de weg op het nieuws . Ook het land gaan verdedigen of weet ik weet ik wat ik moest doen . Maar hoe doe je gewoon het land verleden gevoelig was dat . Het werd op het eind van de oorlog in het leven geroepen door maar dat was het wel . Ik zeg ik wij gingen dus en een paar mensen want we bleven niet op de weg natuurlijk want dat kon niet . We gingen naar boven en zuiver beneden zou zo' n woelige storm lopen .,nee,Onduidelijke tekst,nee,,zelfde,,nee,"[ 0.03560066  0.29433264  0.05792717 -0.25614165 -0.01181283 -0.25536738
 -0.13052195 -0.11754243 -0.12357017  0.15773008 -0.22731296  0.20632292
 -0.00117917 -0.0819812   0.25076161 -0.10549889  0.20036312  0.200365
  0.18956397 -0.15480186 -0.33092731 -0.21666014 -0.06695573  0.06076002
  0.15745626  0.38854747 -0.18796242 -0.32151625 -0.00250402 -0.03303591
 -0.01330448  0.02288213  0.2253169   0.24172749  0.16406207 -0.30706725
  0.24905298  0.20961224  0.39431642  0.0018511  -0.17239099  0.08908523
 -0.00893344  0.00266485 -0.24138004 -0.48632973  0.23621306  0.57109606
 -0.0150066   0.03799058]",1.5156747084807858
629,manual_annotation_sample_seed1117,GV_Cultuur_en_Co_Verzetsvrouwen_02_conversation_clipped_150_paragraph_281-291_text,"Voor haar ook beter , want ik was , betekende ook niks maar dus Maar u bent wel op dat adres daar opgepakt waar u aan het vervalsen was . Dat was toch verzetswerk ? Ja , wacht even , dat was de , ik raak nu in de war . Dat was waar ik toen die nacht gebracht werd . Ja , ze is dus weg gegaan van het Merwedeplein , dat adres dat was ook meteen weer verraden ! Dat geeft te denken ... Dat adres , daar ben ik maar een paar uur geweest . Ik had me net uitgekleed om naar bed te gaan , en toen kon ik me meteen weer aankleden . Ongelofelijk he , verraad onder de groep zelf , dat kan bijna niet anders . Dat weet ik niet . Dat weet je nooit . Nee . Hoe kom je daar achter . Ik ben er ook nooit achter gekomen .",ja,,nee,,ANDERS,Verraad is geen geweld (in dit geval),nee,"[-0.09459396  0.12028736 -0.02834378 -0.15791292  0.15204292 -0.11367663
  0.10205521 -0.1058577   0.11096981 -0.07650001  0.14425176  0.00319631
 -0.2231805  -0.07449625 -0.21456386  0.34216891  0.01784947  0.31949848
  0.20706557  0.28923483 -0.20826862 -0.08649682  0.05781973  0.19506864
 -0.14562578 -0.18075179 -0.20297014  0.26798207  0.05460689  0.00131319
 -0.14500678 -0.12981326  0.21381149 -0.14101046  0.06993458  0.15423699
  0.03552333 -0.19701014  0.1338845   0.10322495 -0.13226178  0.0389953
  0.11342736 -0.05894653  0.26998605 -0.35447083  0.02051681  0.30357273
  0.09642318 -0.12925547]",1.186855727538953
630,manual_annotation_sample_seed1117,GV_Schiedam_gastgezin1_03_conversation_clipped_150_paragraph_109-117_text,"Die hadden wel eens een geintje als zij bij ons op visite kwamen : mij naar slager Poot sturen met een of andere gekke boodschap . ' Heb je nog varkenspootjes ? ' of zo ... weet je wel , zoiets . Dat weet ik nog wel , dat ze mij een beetje in de maling namen en dat ze mij ergens naartoe stuurden met iets geks . Vraag me niet al die dingen , want dat zou ik echt niet meer weten , maar het gebeurde regelmatig . U werd dan echt in de maling genomen ? Ja . En hoe reageerde u daarop ? Ja , in het begin in de winkel dacht ik ' sta ik voor gek ! ' . Maar ja , als ik terugliep naar huis had ik er toch wel binnenpret daarover . Dan dacht ik ' verdorie , dat ik er weer ingetrapt ben ! '",nee,,nee,,zelfde,,nee,"[ 0.14596845  0.11054344  0.05089135 -0.36423099  0.15812106 -0.12696365
  0.32731797 -0.26109309  0.18268611 -0.03736537  0.21159767  0.13869834
 -0.13612503  0.09924104  0.37335695 -0.04028901  0.17931071  0.05286644
  0.06426538 -0.17594254 -0.34701014  0.08775274  0.22496619  0.12212483
  0.18873991  0.27813894  0.11868021 -0.08540522  0.25865896 -0.43225779
 -0.00143511 -0.04570348  0.6993126  -0.33922607 -0.1765725   0.06062465
  0.12145754  0.13061421  0.05663768 -0.00104083  0.02552513 -0.06031691
 -0.01382973 -0.19405126 -0.25138617 -0.18810578  0.26766658  0.09641073
 -0.30569509 -0.19464616]",1.5278240436695767
631,manual_annotation_sample_seed1117,GV_NIOD_Buchenwald_34_clipped_150_paragraph_57-68_text,"De heer Pieter Braaksma En u bent geboren wanneer ? 2 8 23 . En wat waren uw activiteiten bezigheden voordat de oorlog begon . Nou ik heb dus ja , uiteraard schoolopleiding gehad HBS en daarna heb ik nog een . Want ik wilde dus bouwkunde in . Ik werd aanvankelijk werd ik afgekeurd voor voor zee . Mijn broers 2 tweemaal Stroes die zijn al aan zege hadden die hebben is een is overleden in Bombay . En die was 2e machinist en mijn andere broer is overtuigender gehoord laat is die rol gekomen en die heeft een geweldige mooie functie van toen . Maar ik had het ook gewild maar dat ging niet door vanwege mijn ogen . Toen stond ik voor de keuze om eventueel in het onderwijs te gaan en ook dat was niet mogelijk . Destijds wel voor het platteland , maar niet voor de grote stad .",nee,,nee,,zelfde,,nee,"[ 0.11158589 -0.1059952  -0.36671844 -0.16979697 -0.0904152   0.05773826
  0.12014341 -0.14543053  0.14570301 -0.04805834  0.02313284  0.01462781
 -0.2194529   0.16714174  0.26971787 -0.05864805  0.08492135  0.30443765
 -0.21812265 -0.30662324 -0.11509172  0.06563009 -0.16296609 -0.20359118
 -0.30950373  0.40343939 -0.10924141 -0.20605007  0.09184626  0.15210839
 -0.40864198 -0.2943873  -0.14030827  0.14612165  0.13801213 -0.27297522
  0.17626554  0.25658232  0.18713235 -0.04955279 -0.46825784  0.10433219
 -0.33093978 -0.00321024  0.09023688  0.10381181  0.02744513  0.17589375
 -0.11130883  0.02458688]",1.4170926937891053
632,manual_annotation_sample_seed1117,GV_Overloon_Venray_06_conversation_clipped_150_paragraph_49-58_text,"Die sloegen het hele huis uit elkaar dat is . Toen het bombardement op Venray plaatsvond toen neem ik aan dat jullie in de kelder zaten . Zaten jullie toen in je eigen kelder of bij de buren ? Nee , nee we zijn nooit in de eigen kelder geweest alleen pas op het laatste nippertje toen we niet meer de tijd hadden om nog naar de buren te gaan . Toen zijn we in de eigen kelder geweest en dat heeft ons nog net het leven gehouden . Maar dat bombardement zelf dat , dat heb ik ook al in het eerste gesprek verteld dat was niet een geweldige dreun dat was meer een zware zucht . Maar op het moment dat het bombardement er was en op het moment dat jullie huis getroffen werd toen zaten jullie in je eigen kelder . Kun je Ja Waarom zaten jullie toen in jullie eigen kelder ?",ja,,ja,,zelfde,,ja,"[ 0.58263516  0.26200642 -0.37460166 -0.22120965 -0.05984752  0.45538303
  0.26839501 -0.09855755  0.23108891  0.16823047 -0.13701008 -0.13957757
  0.06166772 -0.11592902  0.16581424  0.1943887   0.43743116  0.15727506
  0.46990536  0.14005891 -0.44516039  0.14371946 -0.28722243  0.2056751
  0.14326183  0.58468434  0.30559434  0.16870025 -0.17417555  0.07561899
 -0.36460616 -0.31671119  0.51392967 -0.0318025  -0.05926546  0.06239767
  0.31305547  0.33878544  0.11396524  0.06546034  0.02678107 -0.07599992
  0.05163792 -0.19362597 -0.57815903 -0.4892365   0.13104808  0.59739318
 -0.26919846 -0.0369768 ]",2.053525305777405
633,manual_annotation_sample_seed1117,GV_Museon_Gerrit Ros_conversation_clipped_150_paragraph_154-157_text,""" Als die , als die V1 afgeschoten werd dan uh moest je , moest je d-daarheen . Nou en dan kwam die Waffen-SS die kwam daar zo uh die Wehrmacht vervangen . "" "" Maar hoe zat het dan met die man van Van Gent en Loos , wat is ( onverstaanbaar ) ? "" "" Nou ja , die voorman die werd uh , d-die wagen liep vast in de blubber omdat je daar een tankgracht had lopen , niet , en die wagen die zat , werd vastgelopen en uh toen sloeg die zo' n , zo' n , zo' n SS-er die sloeg laat ik maar zeggen dat paard weet je , met , met , met een geweer ofzo , weet ik veel , maar hij sloeg en die voerman die werd kwaad dat zijn paard geslagen was , die gaf die vent een la , oplazer met een zweep en toen werd ' ie doodgeschoten .",ja,,nee,,ANDERS,,ja,"[ 0.56720901  0.34272398 -0.14495227 -0.11920575  0.44027625  0.11770306
  0.05656936 -0.15065029 -0.11907458 -0.21942257  0.00116448  0.20145392
 -0.18750434 -0.27670069 -0.09329775 -0.23640101  0.39808641 -0.30402464
  0.40568063 -0.03083524 -0.58837095 -0.52538493 -0.26174842  0.11763668
 -0.12411829  0.4125789   0.17928147 -0.22878401  0.08520837  0.15754037
  0.34975299 -0.16366849  0.59446234  0.12911961 -0.30848968  0.48467457
  0.14762732  0.14854864  0.49217395  0.27840091 -0.39345489 -0.02707247
  0.05759141  0.21195914  0.01701162 -0.31080022  0.00432614  0.44947638
  0.31421733 -0.10890174]",2.0582909831374097
634,manual_annotation_sample_seed1117,GV_Museon_Jaap Vrolijk_conversation_clipped_150_paragraph_168-176_text,""" Maar die betaalden wel gewoon ? "" "" Die betaalden ook gewoon . Dat was nooit een probleem . Ja , dat was gewoon het , het werk wat gewoon doorging . "" "" Ja . "" "" En zo was er zoveel hier wat in , in die jaren gewoon , gewoon doorging hË uh dat , dat heb je wel , heb ik wel eens meer gehoord van anderen ook . Dat die eerste oorlogsjaren , ja , leefde men gewoon zoals men normaal gewend was om te leven . Ik weet wel met die strenge winters die in begin van de oorlog waren , dat wij , dat iedereen gewoon schaatste op Westbroekpark met de school . En , alleen er was steeds minder brandstof dus dan kregen we ijsvrij en dan uh konden we da , hele dagen ... kon , konden we schaatsen . En dat was gewoon zo , oorlog of niet . """,nee,,nee,,zelfde,,nee,"[ 0.19043005 -0.09881023 -0.04672103  0.1388816   0.20461992  0.02644386
  0.0438878  -0.08936151  0.03217172 -0.0198371   0.11765675  0.07671668
 -0.14913259  0.30713041  0.02174073  0.1924791   0.20845962 -0.04606618
  0.38816655 -0.1878427  -0.11108928 -0.07334842 -0.14745705  0.17181936
  0.09791984  0.375965    0.33603537 -0.2537782   0.11667076  0.28835212
  0.24695387  0.21185043  0.08367679 -0.10303402  0.11232384  0.02161319
 -0.08605127  0.2544913   0.16303279  0.12424536  0.08189516 -0.13525679
  0.2769886  -0.00517505 -0.1706771  -0.34103128 -0.00335345  0.32462093
 -0.18981014  0.04470116]",1.2892336080069597
